module,type,name,res_id,src,value
base,model,"ir.module.module,description",base.module_sale_crm,"
This module adds a shortcut on one or several opportunity cases in the CRM.
===========================================================================

This shortcut allows you to generate a sales order based on the selected case.
If different cases are open (a list), it generates one sale order by case.
The case is then closed and linked to the generated sales order.

We suggest you to install this module, if you installed both the sale and the crm
modules.
    ","
This module adds a shortcut on one or several opportunity cases in the CRM.
===========================================================================

This shortcut allows you to generate a sales order based on the selected case.
If different cases are open (a list), it generates one sale order by case.
The case is then closed and linked to the generated sales order.

We suggest you to install this module, if you installed both the sale and the crm
modules.
    "
base,model,"ir.module.module,description",base.module_portal_stock,"
This module adds access rules to your portal if stock and portal are installed.
==========================================================================================
    ","
This module adds access rules to your portal if stock and portal are installed.
==========================================================================================
    "
base,model,"ir.module.module,description",base.module_portal_claim,"
This module adds claim menu and features to your portal if claim and portal are installed.
==========================================================================================
    ","
This module adds claim menu and features to your portal if claim and portal are installed.
==========================================================================================
    "
base,model,"ir.module.module,description",base.module_share,"
This module adds generic sharing tools to your current OpenERP database.
========================================================================

It specifically adds a 'share' button that is available in the Web client to
share any kind of OpenERP data with colleagues, customers, friends.

The system will work by creating new users and groups on the fly, and by
combining the appropriate access rights and ir.rules to ensure that the shared
users only have access to the data that has been shared with them.

This is extremely useful for collaborative work, knowledge sharing,
synchronization with other companies.
    ","
This module adds generic sharing tools to your current OpenERP database.
========================================================================

It specifically adds a 'share' button that is available in the Web client to
share any kind of OpenERP data with colleagues, customers, friends.

The system will work by creating new users and groups on the fly, and by
combining the appropriate access rights and ir.rules to ensure that the shared
users only have access to the data that has been shared with them.

This is extremely useful for collaborative work, knowledge sharing,
synchronization with other companies.
    "
base,model,"ir.module.module,description",base.module_portal_project_issue,"
This module adds issue menu and features to your portal if project_issue and portal are installed.
==================================================================================================
    ","
This module adds issue menu and features to your portal if project_issue and portal are installed.
==================================================================================================
    "
base,model,"ir.module.module,description",base.module_portal_project,"
This module adds project menu and features (tasks) to your portal if project and portal are installed.
======================================================================================================
    ","
This module adds project menu and features (tasks) to your portal if project and portal are installed.
======================================================================================================
    "
base,model,"ir.module.module,description",base.module_portal_gamification,"
This module adds security rules for gamification to allow portal users to participate to challenges
===================================================================================================
    ","
This module adds security rules for gamification to allow portal users to participate to challenges
===================================================================================================
    "
base,model,"ir.module.module,description",base.module_mrp_operations,"
This module adds state, date_start, date_stop in manufacturing order operation lines (in the 'Work Orders' tab).
================================================================================================================

Status: draft, confirm, done, cancel
When finishing/confirming, cancelling manufacturing orders set all state lines
to the according state.

Create menus:
-------------
    **Manufacturing** > **Manufacturing** > **Work Orders**

Which is a view on 'Work Orders' lines in manufacturing order.

Add buttons in the form view of manufacturing order under workorders tab:
-------------------------------------------------------------------------
    * start (set state to confirm), set date_start
    * done (set state to done), set date_stop
    * set to draft (set state to draft)
    * cancel set state to cancel

When the manufacturing order becomes 'ready to produce', operations must
become 'confirmed'. When the manufacturing order is done, all operations
must become done.

The field 'Working Hours' is the delay(stop date - start date).
So, that we can compare the theoretic delay and real delay. 
    ","
This module adds state, date_start, date_stop in manufacturing order operation lines (in the 'Work Orders' tab).
================================================================================================================

Status: draft, confirm, done, cancel
When finishing/confirming, cancelling manufacturing orders set all state lines
to the according state.

Create menus:
-------------
    **Manufacturing** > **Manufacturing** > **Work Orders**

Which is a view on 'Work Orders' lines in manufacturing order.

Add buttons in the form view of manufacturing order under workorders tab:
-------------------------------------------------------------------------
    * start (set state to confirm), set date_start
    * done (set state to done), set date_stop
    * set to draft (set state to draft)
    * cancel set state to cancel

When the manufacturing order becomes 'ready to produce', operations must
become 'confirmed'. When the manufacturing order is done, all operations
must become done.

The field 'Working Hours' is the delay(stop date - start date).
So, that we can compare the theoretic delay and real delay. 
    "
base,model,"ir.module.module,description",base.module_sale_margin,"
This module adds the 'Margin' on sales order.
=============================================

This gives the profitability by calculating the difference between the Unit
Price and Cost Price.
    ","
This module adds the 'Margin' on sales order.
=============================================

This gives the profitability by calculating the difference between the Unit
Price and Cost Price.
    "
base,model,"ir.module.module,description",base.module_project_issue_sheet,"
This module adds the Timesheet support for the Issues/Bugs Management in Project.
=================================================================================

Worklogs can be maintained to signify number of hours spent by users to handle an issue.
                ","
This module adds the Timesheet support for the Issues/Bugs Management in Project.
=================================================================================

Worklogs can be maintained to signify number of hours spent by users to handle an issue.
                "
base,model,"ir.module.module,description",base.module_stock_picking_wave,"
This module adds the picking wave option in warehouse management.
=================================================================
    ","
This module adds the picking wave option in warehouse management.
=================================================================
    "
base,model,"ir.module.module,description",base.module_hr_attendance,"
This module aims to manage employee's attendances.
==================================================

Keeps account of the attendances of the employees on the basis of the
actions(Sign in/Sign out) performed by them.
       ","
此模块用于管理员工的考勤.
==================================================

以员工的登入/退出时间为准，记录员工考勤.
       "
base,model,"ir.module.module,description",base.module_procurement_jit,"
This module allows Just In Time computation of procurement orders.
==================================================================

If you install this module, you will not have to run the regular procurement
scheduler anymore (but you still need to run the minimum order point rule
scheduler, or for example let it run daily).
All procurement orders will be processed immediately, which could in some
cases entail a small performance impact.

It may also increase your stock size because products are reserved as soon
as possible and the scheduler time range is not taken into account anymore.
In that case, you can not use priorities any more on the different picking.
    ","
This module allows Just In Time computation of procurement orders.
==================================================================

If you install this module, you will not have to run the regular procurement
scheduler anymore (but you still need to run the minimum order point rule
scheduler, or for example let it run daily).
All procurement orders will be processed immediately, which could in some
cases entail a small performance impact.

It may also increase your stock size because products are reserved as soon
as possible and the scheduler time range is not taken into account anymore.
In that case, you can not use priorities any more on the different picking.
    "
base,model,"ir.module.module,description",base.module_account_budget,"
This module allows accountants to manage analytic and crossovered budgets.
==========================================================================

Once the Budgets are defined (in Invoicing/Budgets/Budgets), the Project Managers 
can set the planned amount on each Analytic Account.

The accountant has the possibility to see the total of amount planned for each
Budget in order to ensure the total planned is not greater/lower than what he 
planned for this Budget. Each list of record can also be switched to a graphical 
view of it.

Three reports are available:
----------------------------
    1. The first is available from a list of Budgets. It gives the spreading, for 
       these Budgets, of the Analytic Accounts.

    2. The second is a summary of the previous one, it only gives the spreading, 
       for the selected Budgets, of the Analytic Accounts.

    3. The last one is available from the Analytic Chart of Accounts. It gives 
       the spreading, for the selected Analytic Accounts of Budgets.
","
This module allows accountants to manage analytic and crossovered budgets.
==========================================================================

Once the Budgets are defined (in Invoicing/Budgets/Budgets), the Project Managers 
can set the planned amount on each Analytic Account.

The accountant has the possibility to see the total of amount planned for each
Budget in order to ensure the total planned is not greater/lower than what he 
planned for this Budget. Each list of record can also be switched to a graphical 
view of it.

Three reports are available:
----------------------------
    1. The first is available from a list of Budgets. It gives the spreading, for 
       these Budgets, of the Analytic Accounts.

    2. The second is a summary of the previous one, it only gives the spreading, 
       for the selected Budgets, of the Analytic Accounts.

    3. The last one is available from the Analytic Chart of Accounts. It gives 
       the spreading, for the selected Analytic Accounts of Budgets.
"
base,model,"ir.module.module,description",base.module_machine_purchase,"
This module allows to generate machines through purchase invoices.
    ","
This module allows to generate machines through purchase invoices.
    "
base,model,"ir.module.module,description",base.module_base_action_rule,"
This module allows to implement action rules for any object.
============================================================

Use automated actions to automatically trigger actions for various screens.

**Example:** A lead created by a specific user may be automatically set to a specific
sales team, or an opportunity which still has status pending after 14 days might
trigger an automatic reminder email.
    ","
This module allows to implement action rules for any object.
============================================================

Use automated actions to automatically trigger actions for various screens.

**Example:** A lead created by a specific user may be automatically set to a specific
sales team, or an opportunity which still has status pending after 14 days might
trigger an automatic reminder email.
    "
base,model,"ir.module.module,description",base.module_account_analytic_plans,"
This module allows to use several analytic plans according to the general journal.
==================================================================================

Here multiple analytic lines are created when the invoice or the entries
are confirmed.

For example, you can define the following analytic structure:
-------------------------------------------------------------
  * **Projects**
      * Project 1
          + SubProj 1.1
          
          + SubProj 1.2

      * Project 2
      
  * **Salesman**
      * Eric
      
      * Fabien

Here, we have two plans: Projects and Salesman. An invoice line must be able to write analytic entries in the 2 plans: SubProj 1.1 and Fabien. The amount can also be split.
 
The following example is for an invoice that touches the two subprojects and assigned to one salesman:
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
**Plan1:**

    * SubProject 1.1 : 50%
    
    * SubProject 1.2 : 50%
    
**Plan2:**
    Eric: 100%

So when this line of invoice will be confirmed, it will generate 3 analytic lines,for one account entry.

The analytic plan validates the minimum and maximum percentage at the time of creation of distribution models.
        ","
This module allows to use several analytic plans according to the general journal.
==================================================================================

Here multiple analytic lines are created when the invoice or the entries
are confirmed.

For example, you can define the following analytic structure:
-------------------------------------------------------------
  * **Projects**
      * Project 1
          + SubProj 1.1
          
          + SubProj 1.2

      * Project 2
      
  * **Salesman**
      * Eric
      
      * Fabien

Here, we have two plans: Projects and Salesman. An invoice line must be able to write analytic entries in the 2 plans: SubProj 1.1 and Fabien. The amount can also be split.
 
The following example is for an invoice that touches the two subprojects and assigned to one salesman:
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
**Plan1:**

    * SubProject 1.1 : 50%
    
    * SubProject 1.2 : 50%
    
**Plan2:**
    Eric: 100%

So when this line of invoice will be confirmed, it will generate 3 analytic lines,for one account entry.

The analytic plan validates the minimum and maximum percentage at the time of creation of distribution models.
        "
base,model,"ir.module.module,description",base.module_note,"
This module allows users to create their own notes inside OpenERP
=================================================================

Use notes to write meeting minutes, organize ideas, organize personal todo
lists, etc. Each user manages his own personal Notes. Notes are available to
their authors only, but they can share notes to others users so that several
people can work on the same note in real time. It's very efficient to share
meeting minutes.

Notes can be found in the 'Home' menu.
","
This module allows users to create their own notes inside OpenERP
=================================================================

Use notes to write meeting minutes, organize ideas, organize personal todo
lists, etc. Each user manages his own personal Notes. Notes are available to
their authors only, but they can share notes to others users so that several
people can work on the same note in real time. It's very efficient to share
meeting minutes.

Notes can be found in the 'Home' menu.
"
base,model,"ir.module.module,description",base.module_crm_profiling,"
This module allows users to perform segmentation within partners.
=================================================================

It uses the profiles criteria from the earlier segmentation module and improve it. 
Thanks to the new concept of questionnaire. You can now regroup questions into a 
questionnaire and directly use it on a partner.

It also has been merged with the earlier CRM & SRM segmentation tool because they 
were overlapping.

    **Note:** this module is not compatible with the module segmentation, since it's the same which has been renamed.
    ","
This module allows users to perform segmentation within partners.
=================================================================

It uses the profiles criteria from the earlier segmentation module and improve it. 
Thanks to the new concept of questionnaire. You can now regroup questions into a 
questionnaire and directly use it on a partner.

It also has been merged with the earlier CRM & SRM segmentation tool because they 
were overlapping.

    **Note:** this module is not compatible with the module segmentation, since it's the same which has been renamed.
    "
base,model,"ir.module.module,description",base.module_anonymization,"
This module allows you to anonymize a database.
===============================================

This module allows you to keep your data confidential for a given database.
This process is useful, if you want to use the migration process and protect
your own or your customer’s confidential data. The principle is that you run
an anonymization tool which will hide your confidential data(they are replaced
by ‘XXX’ characters). Then you can send the anonymized database to the migration
team. Once you get back your migrated database, you restore it and reverse the
anonymization process to recover your previous data.
    ","
This module allows you to anonymize a database.
===============================================

This module allows you to keep your data confidential for a given database.
This process is useful, if you want to use the migration process and protect
your own or your customer’s confidential data. The principle is that you run
an anonymization tool which will hide your confidential data(they are replaced
by ‘XXX’ characters). Then you can send the anonymized database to the migration
team. Once you get back your migrated database, you restore it and reverse the
anonymization process to recover your previous data.
    "
base,model,"ir.module.module,description",base.module_analytic_user_function,"
This module allows you to define what is the default function of a specific user on a given account.
====================================================================================================

This is mostly used when a user encodes his timesheet: the values are retrieved
and the fields are auto-filled. But the possibility to change these values is
still available.

Obviously if no data has been recorded for the current account, the default
value is given as usual by the employee data so that this module is perfectly
compatible with older configurations.

    ","
This module allows you to define what is the default function of a specific user on a given account.
====================================================================================================

This is mostly used when a user encodes his timesheet: the values are retrieved
and the fields are auto-filled. But the possibility to change these values is
still available.

Obviously if no data has been recorded for the current account, the default
value is given as usual by the employee data so that this module is perfectly
compatible with older configurations.

    "
base,model,"ir.module.module,description",base.module_membership,"
This module allows you to manage all operations for managing memberships.
=========================================================================

It supports different kind of members:
--------------------------------------
    * Free member
    * Associated member (e.g.: a group subscribes to a membership for all subsidiaries)
    * Paid members
    * Special member prices

It is integrated with sales and accounting to allow you to automatically
invoice and send propositions for membership renewal.
    ","
This module allows you to manage all operations for managing memberships.
=========================================================================

It supports different kind of members:
--------------------------------------
    * Free member
    * Associated member (e.g.: a group subscribes to a membership for all subsidiaries)
    * Paid members
    * Special member prices

It is integrated with sales and accounting to allow you to automatically
invoice and send propositions for membership renewal.
    "
base,model,"ir.module.module,description",base.module_purchase_requisition,"
This module allows you to manage your Purchase Requisition.
===========================================================

When a purchase order is created, you now have the opportunity to save the
related requisition. This new object will regroup and will allow you to easily
keep track and order all your purchase orders.
","
该模块用于管理采购申请。
==================================

采购订单生成时，可以保存相关申请。
新项目将重组，使得跟踪很容易，并
可统筹按照所有采购订单。
"
base,model,"ir.module.module,description",base.module_mrp_byproduct,"
This module allows you to produce several products from one production order.
=============================================================================

You can configure by-products in the bill of material.

Without this module:
--------------------
    A + B + C -> D

With this module:
-----------------
    A + B + C -> D + E
    ","
This module allows you to produce several products from one production order.
=============================================================================

You can configure by-products in the bill of material.

Without this module:
--------------------
    A + B + C -> D

With this module:
-----------------
    A + B + C -> D + E
    "
base,model,"ir.module.module,description",base.module_sale_order_line_view,"
This module creates a new menu option for viewing sales order lines
    ","
This module creates a new menu option for viewing sales order lines
    "
base,model,"ir.module.module,description",base.module_product_type,"
This module creates types of products
    ","
This module creates types of products
    "
base,model,"ir.module.module,description",base.module_sale_proforma_report,"
This module creates:
    * a checkbox 'proforma' on sale.order
    * Proforma header on sale order report if checkbox is clicked

    ","
This module creates:
    * a checkbox 'proforma' on sale.order
    * Proforma header on sale order report if checkbox is clicked

    "
base,model,"ir.module.module,description",base.module_mrp_product_variants_types,"
This module extends product variants on MRP. It adds the possibility of
defining a custom value when the attribute is of range type.
    ","
This module extends product variants on MRP. It adds the possibility of
defining a custom value when the attribute is of range type.
    "
base,model,"ir.module.module,description",base.module_purchase_product_supplierinfo,"
This module extends product_supplierinfo_for_customer adding the equivalent
menu on purchase menu. It will be installed automatically if required
    ","
This module extends product_supplierinfo_for_customer adding the equivalent
menu on purchase menu. It will be installed automatically if required
    "
base,model,"ir.module.module,description",base.module_contacts,"
This module gives you a quick view of your address book, accessible from your home page.
You can track your suppliers, customers and other contacts.
","
This module gives you a quick view of your address book, accessible from your home page.
You can track your suppliers, customers and other contacts.
"
base,model,"ir.module.module,description",base.module_base_setup,"
This module helps to configure the system at the installation of a new database.
================================================================================

Shows you a list of applications features to install from.

    ","
此模块用于辅助您在第一次安装新数据库时配置系统。
================================================================================

显示给您一个安装的应用程序特性列表。

    "
base,model,"ir.module.module,description",base.module_hr_timesheet,"
This module implements a timesheet system.
==========================================

Each employee can encode and track their time spent on the different projects.
A project is an analytic account and the time spent on a project generates costs on
the analytic account.

Lots of reporting on time and employee tracking are provided.

It is completely integrated with the cost accounting module. It allows you to set
up a management by affair.
    ","
This module implements a timesheet system.
==========================================

Each employee can encode and track their time spent on the different projects.
A project is an analytic account and the time spent on a project generates costs on
the analytic account.

Lots of reporting on time and employee tracking are provided.

It is completely integrated with the cost accounting module. It allows you to set
up a management by affair.
    "
base,model,"ir.module.module,description",base.module_l10n_syscohada,"
This module implements the accounting chart for OHADA area.
===========================================================
    
It allows any company or association to manage its financial accounting.

Countries that use OHADA are the following:
-------------------------------------------
    Benin, Burkina Faso, Cameroon, Central African Republic, Comoros, Congo,
    
    Ivory Coast, Gabon, Guinea, Guinea Bissau, Equatorial Guinea, Mali, Niger,
    
    Replica of Democratic Congo, Senegal, Chad, Togo.
    ","
This module implements the accounting chart for OHADA area.
===========================================================
    
It allows any company or association to manage its financial accounting.

Countries that use OHADA are the following:
-------------------------------------------
    Benin, Burkina Faso, Cameroon, Central African Republic, Comoros, Congo,
    
    Ivory Coast, Gabon, Guinea, Guinea Bissau, Equatorial Guinea, Mali, Niger,
    
    Replica of Democratic Congo, Senegal, Chad, Togo.
    "
base,model,"ir.module.module,description",base.module_base_iban,"
This module installs the base for IBAN (International Bank Account Number) bank accounts and checks for it's validity.
======================================================================================================================

The ability to extract the correctly represented local accounts from IBAN accounts 
with a single statement.
    ","
This module installs the base for IBAN (International Bank Account Number) bank accounts and checks for it's validity.
======================================================================================================================

The ability to extract the correctly represented local accounts from IBAN accounts 
with a single statement.
    "
base,model,"ir.module.module,description",base.module_multi_company,"
This module is for managing a multicompany environment.
=======================================================

This module is the base module for other multi-company modules.
    ","
多公司模块用于多个公司（机构）环境的管理。此模块是其它多公司模块的基础模块。
    "
base,model,"ir.module.module,description",base.module_account_analytic_analysis,"
This module is for modifying account analytic view to show important data to project manager of services companies.
===================================================================================================================

Adds menu to show relevant information to each manager.You can also view the report of account analytic summary user-wise as well as month-wise.
","
This module is for modifying account analytic view to show important data to project manager of services companies.
===================================================================================================================

Adds menu to show relevant information to each manager.You can also view the report of account analytic summary user-wise as well as month-wise.
"
base,model,"ir.module.module,description",base.module_analytic_contract_hr_expense,"
This module is for modifying account analytic view to show some data related to the hr_expense module.
======================================================================================================
","
This module is for modifying account analytic view to show some data related to the hr_expense module.
======================================================================================================
"
base,model,"ir.module.module,description",base.module_association,"
This module is to configure modules related to an association.
==============================================================

It installs the profile for associations to manage events, registrations, memberships, 
membership products (schemes).
    ","
This module is to configure modules related to an association.
==============================================================

It installs the profile for associations to manage events, registrations, memberships, 
membership products (schemes).
    "
base,model,"ir.module.module,description",base.module_base_report_designer,"
This module is used along with OpenERP OpenOffice Plugin.
=========================================================

This module adds wizards to Import/Export .sxw report that you can modify in OpenOffice. 
Once you have modified it you can upload the report using the same wizard.
","
This module is used along with OpenERP OpenOffice Plugin.
=========================================================

This module adds wizards to Import/Export .sxw report that you can modify in OpenOffice. 
Once you have modified it you can upload the report using the same wizard.
"
base,model,"ir.module.module,description",base.module_l10n_fr_rib,"
This module lets users enter the banking details of Partners in the RIB format (French standard for bank accounts details).
===========================================================================================================================

RIB Bank Accounts can be entered in the ""Accounting"" tab of the Partner form by specifying the account type ""RIB"". 

The four standard RIB fields will then become mandatory:
--------------------------------------------------------    
    - Bank Code
    - Office Code
    - Account number
    - RIB key
    
As a safety measure, OpenERP will check the RIB key whenever a RIB is saved, and
will refuse to record the data if the key is incorrect. Please bear in mind that
this can only happen when the user presses the 'save' button, for example on the
Partner Form. Since each bank account may relate to a Bank, users may enter the
RIB Bank Code in the Bank form - it will the pre-fill the Bank Code on the RIB
when they select the Bank. To make this easier, this module will also let users
find Banks using their RIB code.

The module base_iban can be a useful addition to this module, because French banks
are now progressively adopting the international IBAN format instead of the RIB format.
The RIB and IBAN codes for a single account can be entered by recording two Bank
Accounts in OpenERP: the first with the type 'RIB', the second with the type 'IBAN'. 
","
This module lets users enter the banking details of Partners in the RIB format (French standard for bank accounts details).
===========================================================================================================================

RIB Bank Accounts can be entered in the ""Accounting"" tab of the Partner form by specifying the account type ""RIB"". 

The four standard RIB fields will then become mandatory:
--------------------------------------------------------    
    - Bank Code
    - Office Code
    - Account number
    - RIB key
    
As a safety measure, OpenERP will check the RIB key whenever a RIB is saved, and
will refuse to record the data if the key is incorrect. Please bear in mind that
this can only happen when the user presses the 'save' button, for example on the
Partner Form. Since each bank account may relate to a Bank, users may enter the
RIB Bank Code in the Bank form - it will the pre-fill the Bank Code on the RIB
when they select the Bank. To make this easier, this module will also let users
find Banks using their RIB code.

The module base_iban can be a useful addition to this module, because French banks
are now progressively adopting the international IBAN format instead of the RIB format.
The RIB and IBAN codes for a single account can be entered by recording two Bank
Accounts in OpenERP: the first with the type 'RIB', the second with the type 'IBAN'. 
"
base,model,"ir.module.module,description",base.module_product_visible_discount,"
This module lets you calculate discounts on Sale Order lines and Invoice lines base on the partner's pricelist.
===============================================================================================================

To this end, a new check box named 'Visible Discount' is added to the pricelist form.

**Example:**
    For the product PC1 and the partner ""Asustek"": if listprice=450, and the price
    calculated using Asustek's pricelist is 225. If the check box is checked, we
    will have on the sale order line: Unit price=450, Discount=50,00, Net price=225.
    If the check box is unchecked, we will have on Sale Order and Invoice lines:
    Unit price=225, Discount=0,00, Net price=225.
    ","
This module lets you calculate discounts on Sale Order lines and Invoice lines base on the partner's pricelist.
===============================================================================================================

To this end, a new check box named 'Visible Discount' is added to the pricelist form.

**Example:**
    For the product PC1 and the partner ""Asustek"": if listprice=450, and the price
    calculated using Asustek's pricelist is 225. If the check box is checked, we
    will have on the sale order line: Unit price=450, Discount=50,00, Net price=225.
    If the check box is unchecked, we will have on Sale Order and Invoice lines:
    Unit price=225, Discount=0,00, Net price=225.
    "
base,model,"ir.module.module,description",base.module_account_sequence,"
This module maintains internal sequence number for accounting entries.
======================================================================

Allows you to configure the accounting sequences to be maintained.

You can customize the following attributes of the sequence:
-----------------------------------------------------------
    * Prefix
    * Suffix
    * Next Number
    * Increment Number
    * Number Padding
    ","
This module maintains internal sequence number for accounting entries.
======================================================================

Allows you to configure the accounting sequences to be maintained.

You can customize the following attributes of the sequence:
-----------------------------------------------------------
    * Prefix
    * Suffix
    * Next Number
    * Increment Number
    * Number Padding
    "
base,model,"ir.module.module,description",base.module_warning_log,"
This module provide :
    New menu entry with log of warnigs raised by ""warning"" module
    ","
This module provide :
    New menu entry with log of warnigs raised by ""warning"" module
    "
base,model,"ir.module.module,description",base.module_sale_mrp,"
This module provides facility to the user to install mrp and sales modulesat a time.
====================================================================================

It is basically used when we want to keep track of production orders generated
from sales order. It adds sales name and sales Reference on production order.
    ","
This module provides facility to the user to install mrp and sales modulesat a time.
====================================================================================

It is basically used when we want to keep track of production orders generated
from sales order. It adds sales name and sales Reference on production order.
    "
base,model,"ir.module.module,description",base.module_marketing_campaign,"
This module provides leads automation through marketing campaigns (campaigns can in fact be defined on any resource, not just CRM Leads).
=========================================================================================================================================

The campaigns are dynamic and multi-channels. The process is as follows:
------------------------------------------------------------------------
    * Design marketing campaigns like workflows, including email templates to
      send, reports to print and send by email, custom actions
    * Define input segments that will select the items that should enter the
      campaign (e.g leads from certain countries.)
    * Run your campaign in simulation mode to test it real-time or accelerated,
      and fine-tune it
    * You may also start the real campaign in manual mode, where each action
      requires manual validation
    * Finally launch your campaign live, and watch the statistics as the
      campaign does everything fully automatically.

While the campaign runs you can of course continue to fine-tune the parameters,
input segments, workflow.

**Note:** If you need demo data, you can install the marketing_campaign_crm_demo
      module, but this will also install the CRM application as it depends on
      CRM Leads.
    ","
This module provides leads automation through marketing campaigns (campaigns can in fact be defined on any resource, not just CRM Leads).
=========================================================================================================================================

The campaigns are dynamic and multi-channels. The process is as follows:
------------------------------------------------------------------------
    * Design marketing campaigns like workflows, including email templates to
      send, reports to print and send by email, custom actions
    * Define input segments that will select the items that should enter the
      campaign (e.g leads from certain countries.)
    * Run your campaign in simulation mode to test it real-time or accelerated,
      and fine-tune it
    * You may also start the real campaign in manual mode, where each action
      requires manual validation
    * Finally launch your campaign live, and watch the statistics as the
      campaign does everything fully automatically.

While the campaign runs you can of course continue to fine-tune the parameters,
input segments, workflow.

**Note:** If you need demo data, you can install the marketing_campaign_crm_demo
      module, but this will also install the CRM application as it depends on
      CRM Leads.
    "
base,model,"ir.module.module,description",base.module_l10n_at,"
This module provides the standard Accounting Chart for Austria which is based on the Template from BMF.gv.at.
============================================================================================================= 
Please keep in mind that you should review and adapt it with your Accountant, before using it in a live Environment.
","
This module provides the standard Accounting Chart for Austria which is based on the Template from BMF.gv.at.
============================================================================================================= 
Please keep in mind that you should review and adapt it with your Accountant, before using it in a live Environment.
"
base,model,"ir.module.module,description",base.module_purchase_homologation,"
This module restricts making purchase orders if you don't register an
homologation record. This record can be filled with:

* Supplier and product, so the purchase is allowed for that supplier and the
  concrete product.
* Supplier and product category, so the authorization extends to all the
  products of the category or its child categories for that supplier.
* Only product or product category, allowing to purchase the product or
  products within category for any supplier.
* Start and end date that restrict the homologation to that interval of time.

You can also set the permission ""Bypass purchase homologation"" to certain users
to not restrict the creation of the purchase order, but only warn about the
lack of the homologation.
    ","
This module restricts making purchase orders if you don't register an
homologation record. This record can be filled with:

* Supplier and product, so the purchase is allowed for that supplier and the
  concrete product.
* Supplier and product category, so the authorization extends to all the
  products of the category or its child categories for that supplier.
* Only product or product category, allowing to purchase the product or
  products within category for any supplier.
* Start and end date that restrict the homologation to that interval of time.

You can also set the permission ""Bypass purchase homologation"" to certain users
to not restrict the creation of the purchase order, but only warn about the
lack of the homologation.
    "
base,model,"ir.module.module,description",base.module_account_anglo_saxon,"
This module supports the Anglo-Saxon accounting methodology by changing the accounting logic with stock transactions.
=====================================================================================================================

The difference between the Anglo-Saxon accounting countries and the Rhine 
(or also called Continental accounting) countries is the moment of taking 
the Cost of Goods Sold versus Cost of Sales. Anglo-Saxons accounting does 
take the cost when sales invoice is created, Continental accounting will 
take the cost at the moment the goods are shipped.

This module will add this functionality by using a interim account, to 
store the value of shipped goods and will contra book this interim 
account when the invoice is created to transfer this amount to the 
debtor or creditor account. Secondly, price differences between actual 
purchase price and fixed product standard price are booked on a separate 
account.","
This module supports the Anglo-Saxon accounting methodology by changing the accounting logic with stock transactions.
=====================================================================================================================

The difference between the Anglo-Saxon accounting countries and the Rhine 
(or also called Continental accounting) countries is the moment of taking 
the Cost of Goods Sold versus Cost of Sales. Anglo-Saxons accounting does 
take the cost when sales invoice is created, Continental accounting will 
take the cost at the moment the goods are shipped.

This module will add this functionality by using a interim account, to 
store the value of shipped goods and will contra book this interim 
account when the invoice is created to transfer this amount to the 
debtor or creditor account. Secondly, price differences between actual 
purchase price and fixed product standard price are booked on a separate 
account."
